"ID","Item title","Final URL","Image URL","Item subtitle","Item description","Item Category","Price","Sale Price"
"8296902","Kobak C700, fekete","http://www.decathlon.hu/kobak-c700-fekete-id_8296902.html","http://www.decathlon.hu/media/829/8296902/big_24630.jpg","FOUGANZA","Elegáns és kényelmes.","Lovaglás","13990.00 HUF",""
"8155327","Lovaglócipő Sentier","http://www.decathlon.hu/lovaglocipo-sentier-id_8155327.html","http://www.decathlon.hu/media/815/8155327/big_346891.jpg","FOUGANZA","Ideális egyenetlen terepen.","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8348270","Villanypásztorzsinór összekötő","http://www.decathlon.hu/villanypasztorzsinor-osszekoto-id_8348270.html","http://www.decathlon.hu/media/834/8348270/big_750373.jpg","AKO","Könnyen, gyorsan felszerelhető. ","Lovaglás","3490.00 HUF",""
"8172540","Gyerek védőmellény Safety 100","http://www.decathlon.hu/gyerek-vedomelleny-safety-100-id_8172540.html","http://www.decathlon.hu/media/817/8172540/big_568576.jpg","FOUGANZA","Jól szellőző szivacsbetétek!","Lovaglás","10990.00 HUF",""
"8278005","Esőtakaró, ALLWEATHER LIGHT","http://www.decathlon.hu/esotakaro-allweather-light-id_8278005.html","http://www.decathlon.hu/media/827/8278005/big_482234.jpg","FOUGANZA","Védi a lovat az időjárás viszontagságaitól!","Lovaglás","16990.00 HUF",""
"8277825","Poncho SENTIER","http://www.decathlon.hu/poncho-sentier-id_8277825.html","http://www.decathlon.hu/media/827/8277825/big_515520.jpg","FOUGANZA","Szárazon tart akár 5 órán át!","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8158323","LENA báránygyapjús nyeregemelő","http://www.decathlon.hu/lena-baranygyapjus-nyeregemelo-id_8158323.html","http://www.decathlon.hu/media/815/8158323/big_808287.jpg","EQUEST","Hatékony és elegáns.","Lovaglás","16990.00 HUF",""
"8353741","Kantártartó táska","http://www.decathlon.hu/kantartarto-taska-id_8353741.html","http://www.decathlon.hu/media/835/8353741/big_760615.jpg","FOUGANZA","Minimális helyigény.","Lovaglás","3490.00 HUF",""
"8217311","Zablagumi, fekete","http://www.decathlon.hu/zablagumi-fekete-id_8217311.html","http://www.decathlon.hu/media/821/8217311/big_618549.jpg","FOUGANZA","Könnyen felhúzható. ","Lovaglás","790.00 HUF",""
"8009508","Vezetőszár, TACK","http://www.decathlon.hu/vezetoszar-tack-id_8009508.html","http://www.decathlon.hu/media/800/8009508/big_86559.jpg","FOUGANZA","Kiválóan illik a Schooling kötőfékhez!","Lovaglás","1490.00 HUF",""
"8277070","Gumis pelhamzabla","http://www.decathlon.hu/gumis-pelhamzabla-id_8277070.html","http://www.decathlon.hu/media/827/8277070/big_482017.jpg","FOUGANZA","Erélyes emelő hatású zabla. ","Lovaglás","7990.00 HUF",""
"8299898","Női versenyblúz, rövid ujjú","http://www.decathlon.hu/noi-versenybluz-rovid-ujju-id_8299898.html","http://www.decathlon.hu/media/829/8299898/big_567733.jpg","OKKSO","Ideális viselet a meleg napokra.","Lovaglás","6490.00 HUF",""
"8354214","Gyerek loovaskabát, 500-as","http://www.decathlon.hu/gyerek-loovaskabat-500-as-id_8354214.html","http://www.decathlon.hu/media/835/8354214/big_170087.jpg","FOUGANZA","Softshell szövete vízhatlan és megfogja a szelet. ","Lovaglás","7490.00 HUF","7490.00 HUF"
"8192288","Fellépő, összecsukható","http://www.decathlon.hu/fellepo-osszecsukhato-id_8192288.html","http://www.decathlon.hu/media/819/8192288/big_824746.jpg","VALE BROTHERS LTD","Könnyű és összehajtható! ","Lovaglás","2990.00 HUF",""
"8187904","Kantár szárral Edimburgh","http://www.decathlon.hu/kantar-szarral-edimburgh-id_8187904.html","http://www.decathlon.hu/media/818/8187904/big_704322.jpg","FOUGANZA","Kombinált orrszíjjal.","Lovaglás","9990.00 HUF",""
"8185047","Gumi pataharang, tépőzáras","http://www.decathlon.hu/gumi-pataharang-tepozaras-id_8185047.html","http://www.decathlon.hu/media/818/8185047/big_167278.jpg","FOUGANZA","Könnyen felhelyezhető, vízsugárral mosható.","Lovaglás","2990.00 HUF",""
"8324690","Nyereg, PADDOCK, 17.5''","http://www.decathlon.hu/nyereg-paddock-175-id_8324690.html","http://www.decathlon.hu/media/832/8324690/big_43671.jpg","FOUGANZA","A kápavas/marvas a ló alkata szerint cserélhető. ","Lovaglás","119990.00 HUF",""
"8112492","Villanypásztor szalag 40 mm","http://www.decathlon.hu/villanypasztor-szalag-40-mm-id_8112492.html","http://www.decathlon.hu/media/811/8112492/big_910336.jpg","AKO","Fehér színű, a ló számára jól látható. Gazdaságos.","Lovaglás","5490.00 HUF",""
"8009441","Kötőfék, SCHOOLING","http://www.decathlon.hu/kotofek-schooling-id_8009441.html","http://www.decathlon.hu/media/800/8009441/big_713072.jpg","FOUGANZA","Kiváló ár-érték arány!","Lovaglás","1490.00 HUF",""
"8327134","Lovaglókesztyű, GRIPPY","http://www.decathlon.hu/lovaglokesztyu-grippy-id_8327134.html","http://www.decathlon.hu/media/832/8327134/big_784.jpg","FOUGANZA","Elasztikus betétjének köszönhetően idomul a kézhez","Lovaglás","3490.00 HUF",""
"8232693","Takarmánykiegészítő, NUTRILIFE","http://www.decathlon.hu/takarmanykiegeszito-nutrilife-id_8232693.html","http://www.decathlon.hu/media/823/8232693/big_853018.jpg","AUDEVARD","Erőnlét a mindennapokban. ","Lovaglás","11990.00 HUF",""
"1730986","Lovaglócipő Sentier 900, barna","http://www.decathlon.hu/lovaglocipo-sentier-900-barna-id_1730986.html","http://www.decathlon.hu/media/173/1730986/big_346906.jpg","FOUGANZA","Strapabíró: teljes felületén varrott talp.","LOVAGLÁS TEREPEN","21990.00 HUF",""
"8314332","Puha szőrkefe Sentier","http://www.decathlon.hu/puha-szorkefe-sentier-id_8314332.html","http://www.decathlon.hu/media/831/8314332/big_356990.jpg","FOUGANZA","Természetes anyagból készült fej és sörték.","Lovaglás","1990.00 HUF",""
"5548398","Futószár, SOFT, szürke, fekete","http://www.decathlon.hu/futoszar-soft-szurke-fekete-id_5548398.html","http://www.decathlon.hu/media/554/5548398/big_823364.jpg","FOUGANZA","Textil: puha, szár: tartós poliészter. ","Lovaglás","2990.00 HUF",""
"8216608","Olivzabla, üreges, egyszertört","http://www.decathlon.hu/olivzabla-ureges-egyszertort-id_8216608.html","http://www.decathlon.hu/media/821/8216608/big_618513.jpg","FOUGANZA","A legáltalánosabban használt zablatípusok egyike.","Lovaglás","3990.00 HUF",""
"6532505","SCHOOLING LOVAGLÓCIPŐ","http://www.decathlon.hu/schooling-lovaglocipo-id_6532505.html","http://www.decathlon.hu/media/653/6532505/big_167367.jpg","FOUGANZA","Vízálló és könnyen tisztítható.","Lovaglás","3990.00 HUF",""
"8362870","Idomítópálca GIFT, 120 cm","http://www.decathlon.hu/idomitopalca-gift-120-cm-id_8362870.html","http://www.decathlon.hu/media/836/8362870/big_697888.jpg","VALE BROTHERS","Csak független kezű, segítségadású lovasnak! ","Lovaglás","4490.00 HUF",""
"8339767","Női lovaskabát, PADDOCK ","http://www.decathlon.hu/noi-lovaskabat-paddock--id_8339767.html","http://www.decathlon.hu/media/833/8339767/big_73429.jpg","FOUGANZA","Vízhatlan, meleg női lovaskabát. ","Lovaglás","19990.00 HUF",""
"8344769","Lovaglócsizma, neoprén","http://www.decathlon.hu/lovaglocsizma-neopren-id_8344769.html","http://www.decathlon.hu/media/834/8344769/big_1602253.jpg","KERBL","Szára és feje egyaránt jól tartja a meleget. ","Lovaglás","16990.00 HUF",""
"8314654","2 fekete bőr sarkantyúszíj","http://www.decathlon.hu/2-fekete-bor-sarkantyuszij-id_8314654.html","http://www.decathlon.hu/media/831/8314654/big_1542304.jpg","FOUGANZA","Nagyon szép kivitelű bőr!","Lovaglás","1990.00 HUF",""
"8305451","Gyerek gerincvédő fekete","http://www.decathlon.hu/gyerek-gerincvedo-fekete-id_8305451.html","http://www.decathlon.hu/media/830/8305451/big_560271.jpg","FOUGANZA","Diszkrét és elegáns!","Lovaglás","11990.00 HUF",""
"8010202","Fáslialátét pár, kicsi","http://www.decathlon.hu/faslialatet-par-kicsi-id_8010202.html","http://www.decathlon.hu/media/801/8010202/big_843825.jpg","FOUGANZA","Nagylovaknak a mellső lábra használatos!","Lovaglás","1990.00 HUF",""
"8325871","Segédszár, 'Weyrother' ROMEO","http://www.decathlon.hu/segedszar-weyrother-romeo-id_8325871.html","http://www.decathlon.hu/media/832/8325871/big_462287.jpg","FOUGANZA","A ROMEO családra jellemző díszvarrásokkal. ","Lovaglás","7990.00 HUF",""
"8068845","Csukamájolaj, lovaknak, 1l","http://www.decathlon.hu/csukamajolaj-lovaknak-1l-id_8068845.html","http://www.decathlon.hu/media/806/8068845/big_1565911.jpg","FOUGANZA","Gyorsan felszívódik. ","Lovaglás","3490.00 HUF",""
"8155328","Lovaglócipő Sentier","http://www.decathlon.hu/lovaglocipo-sentier-id_8155328.html","http://www.decathlon.hu/media/815/8155328/big_346891.jpg","FOUGANZA","Ideális egyenetlen terepen.","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8327132","Lovaglókesztyű, GRIPPY","http://www.decathlon.hu/lovaglokesztyu-grippy-id_8327132.html","http://www.decathlon.hu/media/832/8327132/big_69359.jpg","FOUGANZA","Elasztikus betétjének köszönhetően idomul a kézhez","Lovaglás","3490.00 HUF",""
"8172114","Lóápoló eszközök, dobozban","http://www.decathlon.hu/loapolo-eszkozok-dobozban-id_8172114.html","http://www.decathlon.hu/media/817/8172114/big_825554.jpg","VALE BROTHERS LTD","Kis méretű eszközök: gyerekeknek ideális!","Lovaglás","4490.00 HUF",""
"8187231","Átmeneti takaró STABLE LIGHT ","http://www.decathlon.hu/atmeneti-takaro-stable-light-id_8187231.html","http://www.decathlon.hu/media/818/8187231/big_1640823.jpg","FOUGANZA","Könnyű, átmeneti takaró.","Lovaglás","12990.00 HUF",""
"4165898","Lovaglócipő Sentier Top","http://www.decathlon.hu/lovaglocipo-sentier-top-id_4165898.html","http://www.decathlon.hu/media/416/4165898/big_346931.jpg","FOUGANZA","A bokánál szivacsos, puhabőr betétekkel. ","LOVAGLÁS TEREPEN","22990.00 HUF",""
"8217692","Nyereg Synthia, 15”","http://www.decathlon.hu/nyereg-synthia-15-id_8217692.html","http://www.decathlon.hu/media/821/8217692/big_1080657.jpg","FOUGANZA","Kis súly, könnyű tisztítás!","Lovaglás","59990.00 HUF",""
"8099608","Neoprén ínvédő/gyorsfásli","http://www.decathlon.hu/neopren-invedo-gyorsfasli-id_8099608.html","http://www.decathlon.hu/media/809/8099608/big_831358.jpg","FOUGANZA","Stabilizálja a csüdízületet.","Lovaglás","6990.00 HUF",""
"8218784","Pihentető kamásli TR300","http://www.decathlon.hu/pihenteto-kamasli-tr300-id_8218784.html","http://www.decathlon.hu/media/821/8218784/big_648322.jpg","FOUGANZA","Megfelelő védelem.","Lovaglás","7990.00 HUF",""
"2792744","Kötőfék, SCHOOLING","http://www.decathlon.hu/kotofek-schooling-id_2792744.html","http://www.decathlon.hu/media/279/2792744/big_86516.jpg","FOUGANZA","Kiváló ár-érték arány!","Lovaglás","1490.00 HUF",""
"8126217","Női lovagló farmer, szürke","http://www.decathlon.hu/noi-lovaglo-farmer-szurke-id_8126217.html","http://www.decathlon.hu/media/812/8126217/big_666128.jpg","FOUGANZA","Lábszárvédő nélkül lovagolhatsz.","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8326081","Cipőfűző lovaglócipőbe","http://www.decathlon.hu/cipofuzo-lovaglocipobe-id_8326081.html","http://www.decathlon.hu/media/832/8326081/big_445235.jpg","FOUGANZA","115 cm hosszú, tartós, természetes anyagú cipőfűző","Lovaglás","990.00 HUF",""
"8314329","Gyökérkefe Sentier","http://www.decathlon.hu/gyokerkefe-sentier-id_8314329.html","http://www.decathlon.hu/media/831/8314329/big_356972.jpg","FOUGANZA","Természetes anyagokból készült kefe. ","Lovaglás","1690.00 HUF",""
"8353850","Pataharang, szőrmés","http://www.decathlon.hu/pataharang-szormes-id_8353850.html","http://www.decathlon.hu/media/835/8353850/big_167253.jpg","WALDHAUSEN","nem dörzsöl.","Lovaglás","8990.00 HUF",""
"8277067","Baucher zabla","http://www.decathlon.hu/baucher-zabla--id_8277067.html","http://www.decathlon.hu/media/827/8277067/big_691077.jpg","FOUGANZA","Erélyes hatás a szájszegletre, feligazító hatású. ","Lovaglás","4990.00 HUF",""
"8339766","Női lovaskabát, PADDOCK ","http://www.decathlon.hu/noi-lovaskabat-paddock--id_8339766.html","http://www.decathlon.hu/media/833/8339766/big_80677.jpg","FOUGANZA","Vízhatlan, meleg női lovaskabát. ","Lovaglás","19990.00 HUF",""
"8008995","Női lovaglókesztyű Grip","http://www.decathlon.hu/noi-lovaglokesztyu-grip-id_8008995.html","http://www.decathlon.hu/media/800/8008995/big_897981.jpg","ROECKL","Strapabíró és kényelmes!","Lovaglás","11990.00 HUF",""
"8068902","Lábszárvédő, felnőtt, PADDOCK","http://www.decathlon.hu/labszarvedo-felnott-paddock-id_8068902.html","http://www.decathlon.hu/media/806/8068902/big_199195.jpg","FOUGANZA","Háromféle szárhosszal kapható.","Lovaglás","16990.00 HUF",""
"8221373","Lovaglócipő Sentier, fekete","http://www.decathlon.hu/lovaglocipo-sentier-fekete-id_8221373.html","http://www.decathlon.hu/media/822/8221373/big_18698.jpg","FOUGANZA","Ideális egyenetlen terepen.","LOVAGLÁS TEREPEN","12990.00 HUF",""
"8339398","Női lovaglónadrág, BR540","http://www.decathlon.hu/noi-lovaglonadrag-br540-id_8339398.html","http://www.decathlon.hu/media/833/8339398/big_79169.jpg","FOUGANZA","Kényelmes, meleg nadrág a hideg hónapokra. ","Lovaglás","14990.00 HUF",""
"8354599","Versenynadrág 500-as, fehér","http://www.decathlon.hu/versenynadrag-500-as-feher-id_8354599.html","http://www.decathlon.hu/media/835/8354599/big_170044.jpg","FOUGANZA","Kényelmes és strapabíró.","Lovaglás","11990.00 HUF",""
"8239628","Lovas zokni Losanges","http://www.decathlon.hu/lovas-zokni-losanges-id_8239628.html","http://www.decathlon.hu/media/823/8239628/big_655618.jpg","FOUGANZA","Hosszú szár, a talpon buklészövésű megerősítés.","Lovaglás","2990.00 HUF",""
"8280037","Nyeregheveder Romeo, hasvédős","http://www.decathlon.hu/nyeregheveder-romeo-hasvedos-id_8280037.html","http://www.decathlon.hu/media/828/8280037/big_691082.jpg","FOUGANZA","A biztonságos díjugratáshoz.","Lovaglás","19990.00 HUF",""
"8311690","Fáslialátét, lélegző, 4 lábra","http://www.decathlon.hu/faslialatet-lelegzo-4-labra-id_8311690.html","http://www.decathlon.hu/media/831/8311690/big_339717.jpg","FOUGANZA","Ideális szűrődésre hajlamos lábak pihentetéséhez. ","Lovaglás","6990.00 HUF",""
"8152016","Mikroszálas törlőkesztyű","http://www.decathlon.hu/mikroszalas-torlokesztyu-id_8152016.html","http://www.decathlon.hu/media/815/8152016/big_825953.jpg","VALE BROTHERS LTD","A gondos lóápoláshoz!","Lovaglás","1390.00 HUF",""
"8312950","Gyerek polár lovaglócsuklya","http://www.decathlon.hu/gyerek-polar-lovaglocsuklya-id_8312950.html","http://www.decathlon.hu/media/831/8312950/big_357123.jpg","FOUGANZA","Kobak alatt is kényelmesen hordhatod. ","Lovaglás","1990.00 HUF",""
"8069286","Kantárszár, ROMEO","http://www.decathlon.hu/kantarszar-romeo-id_8069286.html","http://www.decathlon.hu/media/806/8069286/big_797006.jpg","FOUGANZA","Kiváló szárfogást biztosít!","Lovaglás","3490.00 HUF",""
"8354550","Női lovaglónadrág, BR500","http://www.decathlon.hu/noi-lovaglonadrag-br500-id_8354550.html","http://www.decathlon.hu/media/835/8354550/big_172492.jpg","FOUGANZA","Combján külön zseb, a telefonnak. Lycra szárvégek.","Lovaglás","12990.00 HUF",""
"8006053","Bőrápoló - tisztító, 2 az1-ben","http://www.decathlon.hu/borapolo-tisztito-2-az1-ben-id_8006053.html","http://www.decathlon.hu/media/800/8006053/big_606978.jpg","FOUGANZA","Finomabb bőrökhöz is használhatod. ","Lovaglás","1490.00 HUF",""
"8231940","Rajtszám-tartó lovasversenyre","http://www.decathlon.hu/rajtszam-tarto-lovasversenyre-id_8231940.html","http://www.decathlon.hu/media/823/8231940/big_604745.jpg","RG EQUIPMENT NV","Vállpántjai állíthatók. ","Lovaglás","5990.00 HUF",""
"5849908","Szalag, sörényfonáshoz ","http://www.decathlon.hu/szalag-sorenyfonashoz-id_5849908.html","http://www.decathlon.hu/media/584/5849908/big_1051955.jpg","ROBERT LYE","Használat után könnyen eltávolítható.","Lovaglás","290.00 HUF",""
"8314269","Lótakaró POLAR 200-as, fekete","http://www.decathlon.hu/lotakaro-polar-200-as-fekete-id_8314269.html","http://www.decathlon.hu/media/831/8314269/big_278223.jpg","FOUGANZA","Sokoldalúan használható. ","Lovaglás","7990.00 HUF","7990.00 HUF"
"1328002","Nyalósó lovaknak, natúr, 2 kg","http://www.decathlon.hu/nyaloso-lovaknak-natur-2-kg-id_1328002.html","http://www.decathlon.hu/media/132/1328002/big_840479.jpg","PURINA","Áványianyagok, nyomelemek pótlására. ","Lovaglás","1490.00 HUF",""
"4433442","Kengyelszíj, SCHOOLING, barna ","http://www.decathlon.hu/kengyelszij-schooling-barna--id_4433442.html","http://www.decathlon.hu/media/443/4433442/big_804802.jpg","FOUGANZA","Strapabíró, gurtni erősítésű, bőr kengyelszíjak. ","Lovaglás","4490.00 HUF",""
"8277069","Alátétzabla nagykantárhoz","http://www.decathlon.hu/alatetzabla-nagykantarhoz--id_8277069.html","http://www.decathlon.hu/media/827/8277069/big_691079.jpg","FOUGANZA","Nagykantárhoz. Csak tapasztalt lovasnak ajánljuk! ","Lovaglás","3990.00 HUF",""
"8193898","Takarmányadagoló lapát, 2 l","http://www.decathlon.hu/takarmanyadagolo-lapat-2-l-id_8193898.html","http://www.decathlon.hu/media/819/8193898/big_849738.jpg","KERBL","Strapabíró, erős, kemény műanyag. ","Lovaglás","1290.00 HUF",""
"8348287","Villanypásztor szigetelő","http://www.decathlon.hu/villanypasztor-szigetelo-id_8348287.html","http://www.decathlon.hu/media/834/8348287/big_750367.jpg","AKO","Vezetékek szigeteléséhez ideális.","Lovaglás","3990.00 HUF",""
"8313349","Lovaglókesztyű KIPWARM","http://www.decathlon.hu/lovaglokesztyu-kipwarm-id_8313349.html","http://www.decathlon.hu/media/831/8313349/big_353851.jpg","FOUGANZA","Kézhátán vízpergető, a szelet megfogó anyag. ","Lovaglás","4990.00 HUF",""
"8112340","Villanypásztorszalag összekötő","http://www.decathlon.hu/villanypasztorszalag-osszekoto-id_8112340.html","http://www.decathlon.hu/media/811/8112340/big_900537.jpg","AKO","Rozsdamentes acél: optimális összeköttetés.","Lovaglás","2990.00 HUF",""
"8127810","Lovaglózokni 700-as","http://www.decathlon.hu/lovaglozokni-700-as-id_8127810.html","http://www.decathlon.hu/media/812/8127810/big_346054.jpg","FOUGANZA","Kivezeti az izzadságot.","Lovaglás","1990.00 HUF",""
"8359756","Pataharang, tépőzáras, neoprén","http://www.decathlon.hu/pataharang-tepozaras-neopren-id_8359756.html","http://www.decathlon.hu/media/835/8359756/big_709960.jpg","FOUGANZA","Nem dörzsöl.","Lovaglás","3990.00 HUF",""
"8139506","Hevedervédő huzat, fekete","http://www.decathlon.hu/hevedervedo-huzat-fekete-id_8139506.html","http://www.decathlon.hu/media/813/8139506/big_805309.jpg","FOUGANZA","Kényelmes, puha hevedervédő huzat. ","Lovaglás","2990.00 HUF",""
"8112369","Távtartós szigetelő, 15 db","http://www.decathlon.hu/tavtartos-szigetelo-15-db-id_8112369.html","http://www.decathlon.hu/media/811/8112369/big_908652.jpg","BROSSERIE OSTER","A karámfa és a villanypásztor között távolság van.","Lovaglás","4490.00 HUF",""
"8235707","Elektrolit takarmánykiegészítő","http://www.decathlon.hu/elektrolit-takarmanykiegeszito-id_8235707.html","http://www.decathlon.hu/media/823/8235707/big_1549500.jpg","FOUGANZA","Verseny, nagy terhelés után ideális segítség!","Lovaglás","3490.00 HUF",""
"5289813","Pataolajos flakon ecsettel","http://www.decathlon.hu/pataolajos-flakon-ecsettel-id_5289813.html","http://www.decathlon.hu/media/528/5289813/big_1042556.jpg","PRINCE EQUITATION","Az ecset is tiszta marad.","Lovaglás","2190.00 HUF",""
"8353740","Táska lovaglócsizmának","http://www.decathlon.hu/taska-lovaglocsizmanak-id_8353740.html","http://www.decathlon.hu/media/835/8353740/big_765572.jpg","FOUGANZA","Könnyű, jól szellőző.","Lovaglás","3490.00 HUF",""
"8169432","Férfi lovagló farmer, fekete","http://www.decathlon.hu/ferfi-lovaglo-farmer-fekete-id_8169432.html","http://www.decathlon.hu/media/816/8169432/big_666136.jpg","FOUGANZA","Lábszárvédő nélkül lovagolhatsz.","LOVAGLÁS TEREPEN","14990.00 HUF",""
"8152288","NUTRIMAX takarmánykiegészítő","http://www.decathlon.hu/nutrimax-takarmanykiegeszito-id_8152288.html","http://www.decathlon.hu/media/815/8152288/big_409593.jpg","AUDEVARD","Gyors, hatékony energiapótlás!","Lovaglás","1790.00 HUF",""
"8277824","Esőkabát Sentier, barna","http://www.decathlon.hu/esokabat-sentier-barna-id_8277824.html","http://www.decathlon.hu/media/827/8277824/big_339028.jpg","FOUGANZA","Száraz maradsz esős időben akár 2 órán keresztül.","LOVAGLÁS TEREPEN","24990.00 HUF",""
"8038871","Gumi pataharang, felhúzós","http://www.decathlon.hu/gumi-pataharang-felhuzos-id_8038871.html","http://www.decathlon.hu/media/803/8038871/big_1631542.jpg","ROBERT LYE","A pártaszél és a sarokvánkos védelmére.","Lovaglás","1690.00 HUF",""
